,loss,floss,closs,tloss,FCEnum,volume
0,3.162018401781097e-05,0.0,0.0,0.0,0.0,0.70819091796875
1,6.88665168127045e-05,0.0,0.0,0.0,0.0,0.573394775390625
2,0.00012716013588942587,4.5082796468467074e-06,0.0,0.0,4.0,0.530303955078125
3,0.0002199168666265905,9.839421691019878e-06,0.0,0.0,4.0,0.492462158203125
4,9.753577614901587e-05,0.0,0.0,0.0,0.0,0.512237548828125
5,6.688130088150501e-05,0.0,0.0,0.0,0.0,0.51593017578125
6,0.00012968499504495412,0.0,0.0,0.0,0.0,0.487579345703125
7,0.00011590269423322752,0.0,0.0,0.0,0.0,0.45330810546875
8,0.009166651405394077,0.00022409756812426273,0.0,0.0,4.0,0.44940185546875
9,0.011945248581469059,0.0002552124562875894,0.0,0.0,4.0,0.453887939453125
10,0.00015419289411511272,0.0,0.0,0.0,0.0,0.45501708984375
11,0.0002571476507000625,0.0,0.0,0.0,0.0,0.457122802734375
12,0.007993649691343307,0.00012234484521589226,0.0,0.0,4.0,0.45208740234375
13,0.00013220221444498748,0.0,0.0,0.0,0.0,0.46044921875
14,0.00019842477922793478,0.0,0.0,0.0,0.0,0.45989990234375
15,0.00021016296523157507,0.0,0.0,0.0,0.0,0.45263671875
16,0.013158507645130157,0.00015001471421725572,0.0,0.0,4.0,0.453521728515625
17,0.0074301655404269695,7.999768207071702e-05,0.0,0.0,4.0,0.459808349609375
18,0.02629328891634941,0.0002664855052983407,0.0,0.0,4.0,0.447418212890625
19,0.00018283621466252953,0.0,0.0,0.0,0.0,0.444305419921875
20,0.00020365495583973825,0.0,0.0,0.0,0.0,0.452178955078125
21,0.00017275648133363575,0.0,0.0,0.0,0.0,0.43524169921875
22,0.0001699132553767413,0.0,0.0,0.0,0.0,0.432342529296875
23,0.00027971534291282296,0.0,0.0,0.0,0.0,0.4315185546875
24,0.00019751010404434055,0.0,0.0,0.0,0.0,0.429168701171875
25,0.01657942309975624,0.0001238861268694814,0.0,0.0,4.0,0.434783935546875
26,0.00024095896515063941,0.0,0.0,0.0,0.0,0.437225341796875
27,0.00023026074632070959,0.0,0.0,0.0,0.0,0.43023681640625
28,0.00015379508840851486,0.0,0.0,0.0,0.0,0.435089111328125
29,0.037142518907785416,0.0002441692595774698,0.0,0.0,4.0,0.431243896484375
30,0.0002892952470574528,0.0,0.0,0.0,0.0,0.434112548828125
31,0.04729202762246132,0.0002917699279755833,0.0,0.0,4.0,0.424072265625
32,0.011814214289188385,7.010182107415074e-05,0.0,0.0,4.0,0.421630859375
33,0.00029452992021106184,0.0,0.0,0.0,0.0,0.4276123046875
34,0.0002155133697669953,0.0,0.0,0.0,0.0,0.425872802734375
35,0.1249946728348732,0.0006850622794462524,0.0,0.0,8.0,0.431732177734375
36,0.00031494253198616207,0.0,0.0,0.0,0.0,0.425262451171875
37,0.07017584145069122,0.0003626684259619166,0.0,0.0,4.0,0.43377685546875
38,0.0003660071815829724,0.0,0.0,0.0,0.0,0.428192138671875
39,0.09627526253461838,0.0004737650769283319,0.0,0.0,4.0,0.425537109375
40,0.03691386803984642,0.00017684610470472675,0.0,0.0,4.0,0.414093017578125
41,0.00033392428304068744,0.0,0.0,0.0,0.0,0.417388916015625
42,0.0002853362530004233,0.0,0.0,0.0,0.0,0.425323486328125
43,0.000247747142566368,0.0,0.0,0.0,0.0,0.42999267578125
44,0.00030805490678176284,0.0,0.0,0.0,0.0,0.429290771484375
45,0.00027889639022760093,0.0,0.0,0.0,0.0,0.425689697265625
46,0.00028688195743598044,0.0,0.0,0.0,0.0,0.431854248046875
47,0.06243773549795151,0.0002552728782910093,0.0,0.0,4.0,0.4283447265625
48,0.00019996021001134068,0.0,0.0,0.0,0.0,0.428741455078125
49,0.00031893671257421374,0.0,0.0,0.0,0.0,0.42803955078125
50,0.11094900220632553,0.00042644690077924246,0.0,0.0,4.0,0.423614501953125
51,0.03101099282503128,0.00011616183012867995,0.0,0.0,4.0,0.427398681640625
52,0.0003051701351068914,0.0,0.0,0.0,0.0,0.43585205078125
53,0.00015774350322317332,0.0,0.0,0.0,0.0,0.430633544921875
54,0.00020099942048545927,0.0,0.0,0.0,0.0,0.425140380859375
55,0.0003409441851545125,0.0,0.0,0.0,0.0,0.43408203125
56,0.0003033684624824673,0.0,0.0,0.0,0.0,0.432037353515625
57,0.00029781233752146363,0.0,0.0,0.0,0.0,0.435150146484375
58,0.09498883038759232,0.0003103985919351424,0.0,0.0,4.0,0.43634033203125
59,0.0003345891018398106,0.0,0.0,0.0,0.0,0.439727783203125
60,0.007802532520145178,2.382473003823428e-05,0.0,0.0,4.0,0.43072509765625
61,0.0003454775724094361,0.0,0.0,0.0,0.0,0.4287109375
62,0.00032501106034033,0.0,0.0,0.0,0.0,0.421783447265625
63,0.00018742584506981075,0.0,0.0,0.0,0.0,0.4305419921875
64,0.00034573680022731423,0.0,0.0,0.0,0.0,0.428802490234375
65,0.00043255818309262395,0.0,0.0,0.0,0.0,0.434722900390625
66,0.00019574412726797163,0.0,0.0,0.0,0.0,0.42974853515625
67,0.23431351780891418,0.0006557933400407991,0.0,0.0,8.0,0.430389404296875
68,0.00036831869510933757,0.0,0.0,0.0,0.0,0.430419921875
69,0.0003666176344268024,0.0,0.0,0.0,0.0,0.42852783203125
70,0.00028974065207876265,0.0,0.0,0.0,0.0,0.432861328125
71,0.0002902311971411109,0.0,0.0,0.0,0.0,0.4268798828125
72,0.0003792540810536593,0.0,0.0,0.0,0.0,0.434783935546875
73,0.00034527789102867246,0.0,0.0,0.0,0.0,0.42572021484375
74,0.00040890550008043647,0.0,0.0,0.0,0.0,0.4246826171875
75,0.00019541068468242884,0.0,0.0,0.0,0.0,0.42877197265625
76,0.00037540134508162737,0.0,0.0,0.0,0.0,0.424530029296875
77,0.00037009420339018106,0.0,0.0,0.0,0.0,0.4271240234375
78,0.2053154557943344,0.0004913514086388903,0.0,0.0,4.0,0.42730712890625
79,0.0003994518192484975,0.0,0.0,0.0,0.0,0.425750732421875
80,0.00026820984203368425,0.0,0.0,0.0,0.0,0.427093505859375
81,0.16425804793834686,0.0003776446449431405,0.0,0.0,4.0,0.43023681640625
82,0.00031215549097396433,0.0,0.0,0.0,0.0,0.434478759765625
83,0.3283385932445526,0.0007366696960828039,0.0,0.0,8.0,0.429443359375
84,0.0003675227053463459,0.0,0.0,0.0,0.0,0.428619384765625
85,0.17413465678691864,0.00038037748296856113,0.0,0.0,4.0,0.4298095703125
86,0.00031097617466002703,0.0,0.0,0.0,0.0,0.432220458984375
87,0.0002556263643782586,0.0,0.0,0.0,0.0,0.43194580078125
88,0.0002857334620784968,0.0,0.0,0.0,0.0,0.430755615234375
89,0.00035972517798654735,0.0,0.0,0.0,0.0,0.42999267578125
90,0.0003942546609323472,0.0,0.0,0.0,0.0,0.42474365234375
91,0.0002468276070430875,0.0,0.0,0.0,0.0,0.42340087890625
92,0.0003797234094236046,0.0,0.0,0.0,0.0,0.423095703125
93,0.00033596952562220395,0.0,0.0,0.0,0.0,0.425689697265625
94,0.00042798250797204673,0.0,0.0,0.0,0.0,0.425384521484375
95,0.0002948303590528667,0.0,0.0,0.0,0.0,0.42626953125
96,0.00027648810646496713,0.0,0.0,0.0,0.0,0.424591064453125
97,0.0002908222086261958,0.0,0.0,0.0,0.0,0.424346923828125
98,0.000336682191118598,0.0,0.0,0.0,0.0,0.42059326171875
99,0.00039322307566180825,0.0,0.0,0.0,0.0,0.421783447265625
